CASEID,OFFICE_NAME,STATE,OFFICE_TYPE,OFFICE_TYPE_ORIGINAL,OFFICE_TYPE_OTHER,LEVEL_GOV,LEVEL_GOV_ORIGINAL,AGENCY_TYPE,AGENCY_TYPE_OTHER,JURIS,ACCR_IACME,ACCR_NAME,AUTP_FT,AUTP_PT,AUTP_CON,AUTP_CALL,COR_FT,COR_PT,COR_CON,COR_CALL,INV_FT,INV_PT,INV_CON,INV_CALL,FORT_FT,FORT_PT,FORT_CON,FORT_CALL,FORA_FT,FORA_PT,FORA_CON,FORA_CALL,SUP_FT,SUP_PT,SUP_CON,SUP_CALL,ADM_FT,ADM_PT,ADM_CON,ADM_CALL,ANC_FT,ANC_PT,ANC_CON,ANC_CALL,FT_TOT,PT_TOT,CON_TOT,CALL_TOT,AUTP_SAL_MIN,AUTP_SAL_MAX,AUTP_SAL_NA,COR_SAL_MIN,COR_SAL_MAX,COR_SAL_NA,INV_SAL_MIN,INV_SAL_MAX,INV_SAL_NA,FOR_SAL_MIN,FOR_SAL_MAX,FOR_SAL_NA,CERT_ABP,CERT_ABMDI,CERT_FORABFT,CERT_FORAABFT,BUD_TOTAL,BUD_TOTAL_EST,BUD_FY_MO,BUD_FY_DAY,BUD_FY_YEAR,BUD_PERS,BUD_PERS_TOTAL,BUD_PERS_TOTAL_EST,CON_FEE,CREMWAIV_FEE,PRIVAUT_FEE,REC_FEE,TEACH_FEE,TEST_FEE,TRANSP_FEE,GRANTS_FEE,OTHER_FEE,OTHER_FEE_OTHER,REP_CASE,REP_CASE_NUM_NOTRK,REP_CASE_NUM,REP_CASE_NUM_EST,ACC_CASE,ACC_CASE_NUM_NOTRK,ACC_CASE_NUM,ACC_CASE_NUM_EST,REP_CASE_TRI,REP_CASE_TRI_TOTAL_NOTRK,REP_CASE_TRI_TOTAL,REP_CASE_TRI_TOTAL_EST,REP_CASE_TRI_INCL,ACC_CASE_TRI,ACC_CASE_TRI_TOTAL_NOTRK,ACC_CASE_TRI_TOTAL,ACC_CASE_TRI_TOTAL_EST,ACC_CASE_TRI_INCL,COMPL_AUTO_TOTAL,COMPL_AUTO_TOTAL_EST,PROV_DEATH_INV,PROV_DEATH_PHOTO,PROV_MED_REVIEW,PROV_EXT_EXAM,PROV_PART_AUTO,PROV_COMP_AUTO,PROV_CHARAC_SKEL,PROV_AUTO_PHOTO,PROV_FOR_TOX,PROV_XRAY,PROV_META_SCRN,PROV_CREM_WAIV,PROV_DEATH_CERT,PROV_ANTHRO,PROV_CARD_PATH,PROV_HIST,PROV_MICROB,PROV_NEURO,PROV_ODONT,PERF_DEATH_INV_AUTOPSY,PERF_DEATH_INV_CORONER,PERF_DEATH_INV_DEATH,PERF_DEATH_INV_OTHER,PERF_DEATH_INV_OFFICE,PERF_DET_ACC_AUTOPSY,PERF_DET_ACC_CORONER,PERF_DET_ACC_DEATH,PERF_DET_ACC_OTHER,PERF_DET_ACC_OFFICE,PERF_EXT_EXAM_AUTOPSY,PERF_EXT_EXAM_CORONER,PERF_EXT_EXAM_DEATH,PERF_EXT_EXAM_OTHER,PERF_EXT_EXAM_OFFICE,PERF_DET_AUTO_AUTOPSY,PERF_DET_AUTO_CORONER,PERF_DET_AUTO_DEATH,PERF_DET_AUTO_OTHER,PERF_DET_AUTO_OFFICE,PERF_DET_FOR_TOX_AUTOPSY,PERF_DET_FOR_TOX_CORONER,PERF_DET_FOR_TOX_DEATH,PERF_DET_FOR_TOX_OTHER,PERF_DET_FOR_TOX_OFFICE,NXTOFKN_DEATH_MEC,NXTOFKN_DEATH_FSP,NXTOFKN_DEATH_LEP,NXTOFKN_DEATH_OTH,NXTOFKN_DEATH_OTH_OTHER,NXTOFKN_PREF_MED,NXTOFKN_PREF_FAM,NXTOFKN_PREF_LEP,NXTOFKN_PREF_OTH,NXTOFKN_PREF_OTH_OTHER,FINDIS_POLICY,FINDIS_POSS,UNREM_REC,UNREM_REC_EST,UNREM_REC_DK,UNREM_DNA,UNREM_DNA_EST,UNREM_DNA_DK,UNREM_OLDEST,UNREM_OLDEST_EST,UNREM_OLDEST_DK,UNREM_FINAL,UNREM_FINAL_EST,UNREM_FINAL_DK,SUIDS_SCENE,SUIDS_REENACT,SUIDS_FTOX,SUIDS_AUTOPSY,SUIDS_REVIEW,SUIDS_GENE,SUIDS_META,SUIDS_MICROBIO,SUIDS_SKEL,SIDS_DIAG,SUID_DIAG,OPIOID_STRAT,SCENE_DRUG_SCR,DRUG_SCR_CONFIRM,CMS,CMS_ALL,RETN_RECS,RETN_FORT,RETN_EVID,RETN_UNREM,RETN_UNREM_RECS,CASE_REC_MAINT,INV_REC_ARC,RECS_ONSITE,RECS_GOVT,RECS_THIRDPRTY,RECS_OTHER,INTERNET_SEP,ACC_CRIMHIST,ACC_FNGRPRINT,ACC_RX,ACC_MASS_FATAL,ACC_DIS_PLAN,ACC_BLOODBORNE,ACC_LIFTING,ACC_STRESS,PART_EMERG,ACC_CAT,ACC_MRI,ACC_CHILD_FATAL,ACC_DROWN,ACC_DRUG_REVIEW,ACC_ELDERLY,ACC_INFECT,ACC_MATERNAL,ACC_POISON,ACC_SUICIDE,ACC_VULN_ADULT,DATA_CODIS,DATA_FARS,DATA_NCIC,DATA_NAMUS,DATA_NVDRS,DATA_SUDORS,DATA_STATE_LOCAL,DATA_OTHER,ACC_ADVOCATE,ACC_GRIEF,ACC_BYSTANDERS,WITHIN_BUSNSS,ORI,JURIS_FLAG,OFFICE_TYPE_FLAG,LEVEL_GOV_FLAG,AUTP_FT_FLAG,AUTP_PT_FLAG,AUTP_CON_FLAG,AUTP_CALL_FLAG,COR_FT_FLAG,COR_PT_FLAG,COR_CON_FLAG,COR_CALL_FLAG,INV_FT_FLAG,INV_PT_FLAG,INV_CON_FLAG,INV_CALL_FLAG,FORT_FT_FLAG,FORT_PT_FLAG,FORT_CON_FLAG,FORT_CALL_FLAG,FT_TOT_FLAG,PT_TOT_FLAG,CON_TOT_FLAG,CALL_TOT_FLAG,BUD_TOTAL_FLAG,REP_CASE_FLAG,REP_CASE_NUM_NOTRK_FLAG,REP_CASE_NUM_FLAG,REP_CASE_NUM_EST_FLAG,ACPT_CASES_FLAG,ACC_CASE_NUM_NOTRK_FLAG,ACC_CASE_NUM_FLAG,COMPL_AUTO_TOTAL_FLAG,PROV_DEATH_INV_FLAG,PROV_DEATH_PHOTO_FLAG,PROV_MED_REVIEW_FLAG,PROV_EXT_EXAM_FLAG,PROV_PART_AUTO_FLAG,PROV_COMP_AUTO_FLAG,PROV_CHARAC_SKEL_FLAG,FINDIS_POSS_FLAG,UNREM_REC_FLAG,UNREM_DNA_FLAG,CMS_FLAG,RETN_RECS_FLAG,RETN_FORT_FLAG,RETN_EVID_FLAG,RETN_UNREM_FLAG,RETN_UNREM_RECS_FLAG,ACC_CRIMHIST_FLAG,ACC_FNGRPRINT_FLAG,ACC_RX_FLAG,DATA_CODIS_FLAG,DATA_FARS_FLAG,DATA_NCIC_FLAG,DATA_NAMUS_FLAG,DATA_NVDRS_FLAG,DATA_SUDORS_FLAG,DATA_STATE_LOCAL_FLAG,DATA_OTHER_FLAG,POPSERVED,SURVEY_TYPE,WEIGHT_FINAL_CRITICAL,WEIGHT_FINAL_LONG,STRATA
11002026,Ware County Coroner,GA,1,1, ,2,2,5, ,"Waycross, Georgia",2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-3,-3,1,9800,9800,0,-3,-3,1,-3,-3,1,1,1,1,1,24000,0,6,30,2019,1,11400,0,-8,1,-8,1,-8,-8,1,-8,-8, ,1,0,140,1,1,0,140,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,15,1,1,1,1,1,1,1,1,1,1,1,-8,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0, ,1,0,1,0, ,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-3,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,0, , ,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,0,0,9,9,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35680,1,1.362594532,1.777539355,12
11002028,Washington County Coroner's Office,GA,1,1, ,2,2,5, ,Washington County,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-3,-3,1,11000,11000,0,-3,-3,1,-3,-3,1,4,4,4,4,38000,-8,6,30,2019,-8,18000,-8,2,2,2,2,2,2,1,-8,-8, ,1,1,-3,-8,1,1,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,15,-8,1,2,1,1,2,2,2,2,2,2,2,-8,1,2,2,2,2,2,2,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0, ,1,0,1,0, ,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,3,1,1,3,3,3,3,1,1,2,2,-3,2,-3,3,3,3,3,3,3,-8,1,-8,-8,-8,2,3,3,3,2,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,1,2,1, , ,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,9,0,9,9,0,0,0,7, ,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,20386,2,1.374103562,1.792340975,12
11002029,Wayne County Coroner,GA,1,1, ,2,2,5, ,"Wayne County, Ga",2,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,-3,1,-3,-3,1,-3,-3,1,-3,-3,1,4,3,4,4,95757,0,12,31,2018,1,25000,0,2,2,2,2,2,2,2,2,2, ,1,0,180,1,1,0,180,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,30,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0, ,1,0,0,0, ,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,3,3,3,1,1,1,2,2,-3,2,-3,1,1,1,1,1,3,1,1,2,2,2,1,2,2,3,1,2,2,2,2,2,3,3,1,3,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,2,2,2,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29808,1,1.366971042,1.783189346,12
11002030,Webster County Coroner,GA,1,1, ,2,2,1, ,"Webster County, Georgia",2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,175,175,0,175,175,0,0,0,0,4,4,4,4,6000,0,7,30,2018,2,-3,-3,2,2,2,1,2,2,1,2,2, ,1,0,12,0,1,0,12,0,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,8,0,1,1,1,1,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0, ,1,0,0,0, ,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,1,1,1,1,1,1,1,2,-3,1,1,1,1,1,1,1,3,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2611,1,1.387937214,1.809897888,12
11002032,White County Coroner,GA,1,1, ,2,2,4, ,"White County, Georgia",2,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,-8,-8,0,10000,-8,0,3500,350000,0,-8,-8,0,4,4,4,4,45000,0,6,30,2019,1,17000,0,2,2,2,2,2,2,2,2,-8, ,1,0,96,0,1,0,43,0,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0, ,1,0,0,0, ,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,2,2,1,2,2,2,2,1,1,1,2,-3,2,-3,1,2,2,2,2,3,1,1,2,2,2,1,2,2,3,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,3,1,1,1,2,2,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29970,1,1.366849598,1.783032922,12
11002034,Wilcox County Coroner's Office,GA,1,1, ,2,2,5, ,Wilcox County Georgia,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,-3,1,1200,1200,0,-3,-3,1,-3,-3,1,4,4,4,4,18000,0,9,30,2018,2,-3,-3,2,2,2,2,2,2,2,2,2, ,1,0,40,0,1,0,40,0,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0, ,1,0,0,0, ,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,-3,1,2,2,2,2,3,2,-3,-3,-3,-3,1,3,3,3,2,2,2,2,3,2,3,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,1,2,3,3,3,2,2,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8812,1,1.383054296,1.803729248,12
11002035,Wilkes County Coroner,GA,1,1, ,2,2,4, ,"Wilkes County, Georgia",1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,-3,1,4000,4000,0,-3,-3,1,-3,-3,1,4,3,4,4,11200,0,6,30,2018,1,5200,0,2,2,2,2,2,2,2,2,2, ,1,0,42,0,1,0,42,0,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0, ,1,0,0,0, ,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,1,1,1,1,1,1,2,2,-3,2,-3,2,2,2,1,1,3,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,3,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9876,1,1.382222632,1.80267553,12
11002036,Wilkinson County Coroner's Office,GA,1,1, ,2,2,2, ,Wilkinson County,2,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-3,-3,1,23000,23000,0,-3,-3,1,-3,-3,1,4,4,4,4,41063,-8,9,30,2018,-8,23124,-8,2,2,2,2,2,2,2,2,2, ,1,1,-3,-8,1,-8,43,-8,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-8,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0, ,1,0,1,0, ,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,2,2,1,2,2,2,2,1,1,2,2,-3,2,-3,1,2,2,2,2,3,1,1,2,2,2,1,3,3,3,2,2,3,3,3,1,3,3,1,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,2,3,1, , ,9,9,9,9,9,0,9,9,9,9,9,9,9,9,9,9,9,0,9,9,0,0,0,7, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9036,2,1.38287906,1.803507297,12
11002138,Dooly County Coroner,GA,1,1, ,2,2,6,Dooly County Commissioner's Office,Dooly County,2,2,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,-3,-3,1,5761,5761,0,-3,-3,1,-3,-3,1,4,3,4,4,27875,-8,9,30,2018,-8,18466,-8,2,2,2,2,2,2,2,2,2, ,1,-8,46,-8,1,-8,46,-8,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,8,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0, ,1,0,1,1,Funeral Home,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,2,3,3,3,1,1,2,1,1,2,-3,2,2,2,2,2,3,1,1,2,2,2,1,3,3,3,3,2,3,2,3,2,3,3,2,3,2,3,3,3,3,3,3,2,2,2,2,3,3,1,3,3,3,3,1,3,1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,9,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13706,2,1.379243806,1.798893956,12
11102039,Kauai County Coroner/ Police Chief,HI,3,3, ,2,2,-1, ,Kauai County,-1,-1,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,170000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,1,0,225,1,1,1,42,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,115,0,1,1,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,-1, ,-1,2,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,3,-1,-1,-1,-1,-1,1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72133,3,1.033985501, ,32
11102041,"Department of the Medical Examiner, City and County of Honolulu",HI,2,2, ,2,2,5, ,City And County Of Honolulu (Island Of Oahu),2,2,2,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,16,0,4,0,200000,250000,0,-3,-3,1,45288,67044,0,-3,-3,1,1,2,4,3,2203474,0,6,30,2019,1,1660707,0,2,2,2,1,2,2,2,2,2, ,1,0,3093,0,1,0,1142,0,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,480,0,1,1,1,1,1,1,2,1,2,1,2,4,4,2,1,1,2,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0, ,1,0,0,0, ,2,1,53,1,0,40,1,0,1966,0,0,53,1,0,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,3,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,3,3,1,3,3,3,3,1,3,3,3,2,2,2,1,1,2,2,2,3,3,3,2,1,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980080,1,1.018046734,1.085664946,22
11202042,Adair County Medical Clinic,IA,2,2, ,2,2,5, ,"Adair County, Iowa",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,1,-3,-3,1,-3,-3,1,-3,-3,1,4,3,4,4,1,0,12,31,2018,2,-3,-3,2,1,2,1,2,2,2,2,2, ,1,1,-3,0,1,0,7,0,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,3,3,3,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0, ,1,0,1,1,State Office,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,2,2,2,2,2,2,2,2,2,2,2,-3,2,-3,2,2,2,2,2,1,2,-3,-3,-3,-3,1,3,3,1,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,1,3,0, , ,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,9,0,0,7, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7063,1,1.243847729,1.501554364,22
11202043,Adams County Medical Examiner,IA,2,2, ,2,2,-1, ,Adams County,-1,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10000,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,1,-8,7,-8,1,-8,7,-8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-8,1,1,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,-1, ,-1,2,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3645,4,1.245560572, ,22
11202045,Appanoose County Medical Examiner,IA,2,2, ,2,2,-1, ,Appanoose County,-1,-1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2500,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,1,-8,10,1,1,-8,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-8,1,2,1,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, ,-1,-1,-1,-1, ,-1,2,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,1, , ,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12437,4,1.241178647, ,22
11202046,Audubon Medical Examiner,IA,2,2, ,2,2,5, ,"Audubon County, Iowa",2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-3,-3,1,-3,-3,1,-3,-3,1,-3,-3,1,4,3,4,4,16000,1,6,30,2018,2,-3,-3,2,2,2,2,2,2,2,2,2, ,1,0,15,1,1,1,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,1,1,1,1,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0, ,0,0,1,0, ,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1,3,3,3,3,2,2,2,2,-3,2,-3,2,2,2,2,2,2,2,-3,-3,-3,-3,2,1,3,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5506,1,1.244626503,1.502501526,22
